glasser_roi,1_Visual_A,2_Visual_B,3_Somatomotor_A,4_Somatomotor_B,5_Temporal_Parietal,6_Frontoparietal_Area,7_Dorsal_Attention_B,8_Salience+Ventral_Attention_A,9_Salience+Ventral_Attention_B,10_Control_A,11_Control_B,12_Control_C,13_Default_A,14_Default_B,15_Default_C,16_Limbic_A,17_Limbic_B
Area_TE1_Posterior,0.000807061790668348,0.0,0.0,0.0,0.03795259560855024,0.0,0.0,0.0,0.0,0.0,0.0,0.0667486993502148,0.06416770162959617,0.0030799384012319755,0.0,0.0,0.00934248916919631
Area_TE2_Anterior,0.0,0.0,0.0,0.0,0.011094934484662883,0.0,0.0,0.0,0.09096528768426057,0.0,0.0,0.007349829617586137,0.014192350825631308,0.0,0.0,6.908582186220833e-05,0.03263192751136398
Area_TF,0.0022436733629011218,0.0,0.0,0.0,0.03344850032547193,0.0,0.0,0.0,0.15586756474717767,0.0,0.0,0.0,0.0,0.0,0.0061001262095077835,0.0,0.0
Area_TE2_Posterior,0.005829418756013356,0.0,0.0,0.0,0.07334235453315291,0.0,0.0,0.0,0.028693965077095884,0.0,0.0,0.033753064673537884,0.0003276674175711653,0.0,0.0,0.0,0.0
Area_PHT,0.0030855694528624166,0.0,0.0,0.0,0.0308098127143234,0.02365166390411832,0.001792579663655447,0.0,0.0,0.0,0.0,0.04775313583579623,0.0013657360915846556,0.028628072957969864,0.0,0.0,0.0014571384281506744
Area_PH,0.040207522697795074,0.0,0.0,0.0,0.0706618479961163,6.548788474132285e-05,0.0,0.0,0.0,0.0,0.0,0.034030233275587934,8.17026839331672e-05,0.0,0.0,0.0,0.0
Area_TemporoParietoOccipital_Junction_1,0.0,0.0,0.0,0.0,0.0007833920877399138,0.0006163539241199836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13673433975360055,0.0,0.0013382153411519804,0.010618844438741136
Area_TemporoParietoOccipital_Junction_2,0.007145809956888915,0.0,0.0,0.0,0.060826427645301315,0.0460262612301313,0.0008507444013511824,0.0,0.0,0.0,0.0,0.0,0.0,0.007811128664209233,0.0,0.0,0.0
Area_TemporoParietoOccipital_Junction_3,0.00025379100310893977,0.0,0.0,0.0,0.0244461882054687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dorsal_Transitional_Visual_Area,6.061708189367764e-05,0.03873023654859664,0.0,0.0,0.005143616713864648,0.0,0.0,0.0,0.0,0.0,0.01354916922199244,0.0,0.0,0.0,0.014473684210526316,3.7974443199726586e-05,0.0
Area_PGp,0.02491984024301063,0.0,0.0,0.0,0.06721196792767584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013300492610837438,0.0,0.0
Area_IntraParietal_2,0.0,0.0,0.0,0.0,0.0,0.001560410164957646,0.0,0.0,0.0,0.0,0.0,0.014799428793976372,0.00617637975912119,0.0,0.0,0.0003494127923905659,0.0
Area_IntraParietal_1,0.00017604600668974824,0.0,0.0,0.0,0.02386955790889225,0.0,0.0,0.0,0.0,0.0,0.0,0.025910931174089068,0.0003363181569764998,0.0,0.0005417118093174431,0.005171611943075063,0.0
Area_IntraParietal_0,0.017229832572298327,0.0,0.0,0.0,0.02135685682781034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.615711212230831e-05,0.0
Area_PF_Opercular,0.0,0.0,0.0,0.008185306238453887,0.0,0.018102372034956304,0.05007400717493289,0.0,0.0,0.0,0.0,0.0,0.0,8.816787162757891e-05,0.0,0.0,0.0
Area_PF_Complex,0.0,0.0,0.0,0.004044441272333643,0.0,0.014460262302432463,0.07523175405168168,0.037131097293983714,0.0,0.0,0.0,0.016792504705708183,0.018927211563343316,0.007652715698225653,0.0,0.0,0.0022957775130045626
Area_PFm_Complex,0.0,0.0,0.0,0.0,0.0004837695321948624,0.0,0.0,0.0001785873738726672,0.0,0.0,0.0,0.01060276275240825,0.04588328134981774,0.0022337009632835405,0.0,0.03444270491389324,0.021312295781696158
Area_PGi,0.0,0.0,0.0,0.0,0.028336235554851985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029827066476281132,0.04429783223374175,0.027947036434787274,0.02278999100803076
Area_PGs,0.0012828050670800149,0.0,0.0,0.0,0.01188829105816039,0.0,0.0,0.0,0.0,0.0,0.0009757684176288829,0.012474201084121476,0.007582007464152426,0.0,0.04120636323464428,0.04690756861852131,0.0
Area_V6A,0.005145259459120286,0.03176777839619814,0.0,0.0,0.006271277548826376,0.0,0.0,0.0,0.0,0.0,0.0004650081376424088,0.0,0.0,0.0,0.005254777070063694,0.0,0.0
VentroMedial_Visual_Area_1,0.016303395079763923,0.08028316931813761,0.0,0.0,0.004352921479993303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002682403433476395,0.0,0.0
VentroMedial_Visual_Area_3,0.022881409646954422,0.005122194730216608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ParaHippocampal_Area_2,0.002938050884540852,0.004429867529922903,0.0,0.0,0.00672498958519312,0.0,0.0,0.0,0.00011164452383610584,0.0,0.0,0.0,0.0,0.0,0.1001577287066246,0.0,0.0
Area_V4t,0.016008196196452582,0.0,0.0,0.0,0.0015831455885039274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area_FST,0.01173840134153158,0.0,0.0,0.0,0.037735849056603765,0.007772400645255902,0.0,0.0,0.0,0.0,0.0,0.007511254019292605,0.0,0.0,0.0,0.0,0.0
Area_V3CD,0.025856132223126525,0.0,0.0,0.0,0.0007151796888968353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area_Lateral_Occipital_3,0.020178957112002467,0.0,0.0,0.0,0.015754511786491093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VentroMedial_Visual_Area_2,0.008921227459664663,0.03975230589356082,0.0,0.0,0.000541809644211667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area_31pd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004981707791702344,0.0,0.0,0.0,0.0,0.018022567050552524,0.0
Area_31a,0.0,0.0,0.0,0.0,0.0,0.0,0.0006782667675371089,0.002037533512064343,0.0,0.0,0.06785795068988916,0.0,0.0,0.0,0.0,0.012329743579863987,0.0
Ventral_Visual_Complex,0.07539453677974099,0.0005400114752438489,0.0,0.0,0.019719301775743246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035046728971962616,0.0,0.0
Area_25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0633350616200694,0.0,0.0,0.0,0.0,0.0,0.00030876705455527896,0.0
Area_s32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035885263708412114,0.0,0.0,0.0,0.0,0.0,0.006239947289886247,0.0
Posterior_OFC_Complex,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015271195365982096,0.1028330809293392,0.0,0.0,0.0,0.0,0.0,0.0,6.414573911927901e-05
Area_Posterior_Insular_1,0.0,0.0,0.0,0.025051228029668967,0.0,0.0,0.038703115066751434,0.0,0.00010793308148947651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Insular_Granular_Complex,0.0,0.0,0.0,0.04356020942408377,0.0,0.0,0.0008398729692134064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Area_Frontal_Opercular_5,0.0,0.0,0.0,0.0,0.0,0.0,0.005573186779162473,0.05598557947195419,0.0,0.0,0.0,0.0,0.0,0.0013901760889712695,0.0,0.0,0.0046985378675866605
Area_Posterior_10p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002031075454453133,0.0,0.007192924510991229,0.0,0.0,0.057012590454678554,0.0,0.0,0.012704880081489027,0.0
Area_Posterior_47r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144336366488861,0.0,0.0,0.0,0.017916739855963464,0.01354188986500964,0.0,0.0,0.0,0.011891187489819188
Area_TG_ventral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19451143050062697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007593475685690854
Medial_Belt_Complex,0.0,0.0,0.0,0.02176700360795539,0.0,0.0,0.001256117028236464,0.0,0.0,0.0,0.0,0.0,0.0,0.003517779045445902,0.0,0.0,0.0004972980141232636
Lateral_Belt_Complex,0.0,0.0,0.0,0.03527798933739528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012792757331234008,0.0,0.0,0.0
Auditory_4_Complex,0.0,0.0,0.0,0.06611209600436384,0.0,0.0,0.0002902687404755569,0.0,0.0,0.0,0.0,0.0,0.0,0.015974176460850854,0.0,0.0,0.0
Area_STSv_Anterior,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007396771526780663,0.006917180781454478,0.0,0.008169213952864018,0.02461852816135517
Area_TE1_Middle,0.0,0.0,0.0,0.0,0.0014545062759252277,0.0,0.0,0.0,0.0022872827081427266,0.0,0.0,0.0,0.07097090152226257,0.0,0.0,7.248083787848587e-05,0.0208392179016414
Para-Insular_Area,0.0,0.0,0.0,0.0,0.0,0.0,0.013648988229070229,0.0,0.0010129431626336523,0.0,0.0,0.0,0.0,0.0018421562924180724,0.0,0.0,0.010213959077405788
Area_Anterior_32_Prime,0.0,0.0,0.0,0.0,0.0,0.0,0.0008323579139029784,0.05565059339249439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034218266402660565,0.0
Area_Posterior_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02997802657737784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04179047979559004,0.0
