label,ED,SC_W,SC_L,SPE,SPE_W,COM,SI,SI_L,NAV,DIF,response
7Networks_LH_Cont_Cing_1-lh,45.30780454179475,0.0,inf,0.009882586020801148,301.42993206954907,0.00040703534284013083,inf,16.261437082622237,0.009882586020801148,0.0013705589383014075,0
7Networks_LH_Cont_Cing_2-lh,56.289608395521306,0.0,inf,0.007723927115824161,315.56174903783153,0.00021016252744608893,inf,26.522402299232333,0.0039293027412272835,0.0012453604261361466,1
7Networks_LH_Cont_PFCl_1-lh,92.76624761401024,0.0,inf,0.007985710915176391,254.99674109075636,0.00012008036105623321,inf,17.69709426353063,0.005159166245021297,0.0007416982308730593,0
7Networks_LH_Cont_PFCl_2-lh,94.17222123205224,0.0,inf,0.006370825788002382,383.28947431689915,0.0017466101532865963,inf,19.935134289897555,0.006169491512295263,0.0032932176323155846,0
7Networks_LH_Cont_PFCl_3-lh,92.56460211681191,0.0,inf,0.00658755338085596,436.7524771643972,0.0014886878144625317,inf,11.156267290282203,0.006299431422837241,0.002599101703247623,0
7Networks_LH_Cont_PFCl_4-lh,75.10439887351255,36.0,126.337012396918,0.007915336772871123,424.32933496152214,0.005453254290073587,8.434512399685886,8.434512399685886,0.007915336772871123,0.005355257176621363,0
7Networks_LH_Cont_PFCl_5-lh,59.88927532099942,46.0,113.50123430335,0.008810476873998937,444.885617159908,0.0072327176396008944,8.080875445071186,8.080875445071186,0.008810476873998937,0.004690974924495087,0
7Networks_LH_Cont_PFCl_6-lh,35.83967480899103,237.0,71.1972006302846,0.014045496046857744,527.5557541649792,0.030047488606353236,5.71569415222994,5.71569415222994,0.014045496046857744,0.0029443690345366397,1
7Networks_LH_Cont_Par_1-lh,27.989924647185557,77.0,93.5361289978027,0.012872549283760892,462.1709781754777,0.01228779269132941,7.337650860433297,9.21787331236131,0.010691056073354195,0.0042123425161095865,0
7Networks_LH_Cont_Par_2-lh,36.89254154077529,122.0,80.3904393618224,0.013973164432172731,540.4198067280649,0.015757943840640744,6.673700063565312,8.544338734435318,0.0124392901436847,0.005493517763025292,0
