label,ED,SC_W,SC_L,SPE,SPE_W,COM,SI,SI_L,NAV,DIF,response
7Networks_RH_Limbic_OFC_1-rh,114.1716715716037,0.0,inf,0.005203290836552629,0.00583878785537899,8.943749530106098e-06,inf,31.298424248964196,0.004316519207227706,0.0036490221000602336,
7Networks_RH_Limbic_OFC_2-rh,117.2749188637538,0.0,inf,0.004901924823018452,0.005540096959215579,9.037734087237512e-06,inf,32.63684080881045,0.004251103353568213,0.003807153892757042,
7Networks_RH_Limbic_OFC_3-rh,124.17079836761793,0.0,inf,0.0047411722123598945,0.0058614495101214255,2.0585270381780496e-05,inf,33.553504147945176,0.0031620172047653076,0.0037119647557145863,
7Networks_RH_Limbic_TempPole_1-rh,125.53102979590126,0.0,inf,0.00495528745956691,0.004647697653262354,7.052529299601337e-06,inf,30.1661421322799,0.003438823206978442,0.0034899630945577284,
7Networks_RH_Limbic_TempPole_2-rh,127.37822555363354,0.0,inf,0.005014209428274468,0.004501468515750698,1.2285199202007373e-05,inf,31.64247166927864,0.004094169925634844,0.0035489018849151105,
7Networks_RH_Limbic_TempPole_3-rh,109.85215633305657,0.0,inf,0.00546227100197096,0.004829145490065473,3.045174444553513e-06,inf,28.814752093279765,0.0,0.002422002918322719,
7Networks_RH_SalVentAttn_FrOper_1-rh,114.85541019606349,0.0,inf,0.005257859413883526,0.004459662389327747,7.979499197260901e-05,inf,28.55061569082375,0.0046342592643308905,0.002768971922091722,
7Networks_RH_SalVentAttn_FrOper_2-rh,109.37841874586246,0.0,inf,0.005715596291548913,0.005056558776955895,0.0003725098778698571,inf,24.815683847152155,0.005182792710501046,0.004566025100906308,
7Networks_RH_SalVentAttn_FrOper_3-rh,104.6675465040923,0.0,inf,0.004846052192091232,0.005630918025365652,3.1790524442997566e-05,inf,21.76290797329809,0.0044577163722452715,0.002157549781708115,
7Networks_RH_SalVentAttn_FrOper_4-rh,98.79033624521276,0.0,inf,0.005425323639616653,0.006218204553173519,0.0002666580795144214,inf,18.575692521809952,0.005067961703257514,0.004905345025498701,
7Networks_RH_SalVentAttn_Med_1-rh,70.52080626125749,0.0,inf,0.007477011092309106,0.00783867999397808,0.0005200864328196203,inf,24.43778406689297,0.003939639719341744,0.003976182734191849,1033.4563785791397
7Networks_RH_SalVentAttn_Med_2-rh,66.57412417888338,0.0010297997116523222,111.24182218528496,0.008989424843602389,0.008325502878484757,0.004426675628015577,8.84909298848113,8.84909298848113,0.008989424843602389,0.004437654675234789,238.85513868927956
7Networks_RH_SalVentAttn_Med_3-rh,63.997564673142065,0.0,inf,0.006738215960057255,0.010486041452493435,0.001983975334322019,inf,24.811488450300665,0.005902186339287274,0.0059018692693859984,314.0984988808632
7Networks_RH_SalVentAttn_PrC_1-rh,99.07261756335373,0.0,inf,0.006529186009494092,0.006943752194079921,0.0009927416705227139,inf,11.647971750440774,0.005222721806203501,0.003705340282406029,283.94133377075195
7Networks_RH_SalVentAttn_TempOccPar_1-rh,110.36621964343826,0.0,inf,0.005601287308692887,0.004402373758411572,4.414397403533576e-05,inf,15.726981966174028,0.005494420907435285,0.0028437010143563266,
7Networks_RH_SalVentAttn_TempOccPar_2-rh,110.05032083273872,0.0,inf,0.006555210897866927,0.004657279949551725,0.00017725208290886635,inf,13.242426380099369,0.006555210897866927,0.0033902416545148577,421.6358535885811
7Networks_RH_SalVentAttn_TempOccPar_3-rh,99.45270342763209,0.0008920435714816323,128.88752907510732,0.007758702546134348,0.005507909405561608,0.002938728181554963,9.056270674976059,9.056270674976059,0.007758702546134348,0.004827298626161619,
7Networks_RH_SomMot_1-rh,108.6054595885382,0.0,inf,0.00646029449320674,0.004729726020950825,0.00046140117985774123,inf,12.989828447270442,0.005416768402465352,0.0035540517756496863,461.23481369018555
7Networks_RH_SomMot_10-rh,83.93265105371768,0.0,inf,0.006961393326243891,0.0075368337676682,0.001207435534638137,inf,12.06573650077663,0.006911879398299567,0.0038157393532208947,
7Networks_RH_SomMot_11-rh,58.62412584391638,0.0,inf,0.00783703345933826,0.009491648845822155,0.0017880742210924809,inf,21.20247425033931,0.006629218379631264,0.003943888733826202,952.9563646316528
7Networks_RH_SomMot_12-rh,83.7184230119118,0.0,inf,0.007387462892996362,0.008276113487820192,0.0015584009497730262,inf,11.515144607680456,0.006682442700217342,0.0038398259981164227,410.25284162163734
7Networks_RH_SomMot_13-rh,78.00797414816284,0.0,inf,0.00712896958850496,0.006745940873044804,0.0012985698219654044,inf,12.5031159827832,0.0069131989241880175,0.0033324515846324307,270.87321215867996
7Networks_RH_SomMot_14-rh,79.16882412969929,0.0010336223106220635,118.25396292769219,0.00845637621980975,0.00883487733370891,0.004314617765422766,8.843747643877524,8.843747643877524,0.00845637621980975,0.00427722319778354,462.35306119918823
7Networks_RH_SomMot_15-rh,74.47621981147562,0.0012185606283675234,123.73417738366403,0.00808184142122098,0.0078089917258241815,0.005203511834742492,8.606278726952482,8.606278726952482,0.00808184142122098,0.003446413969950457,472.2915045619011
7Networks_RH_SomMot_16-rh,69.79229632969988,0.0,inf,0.007239625441970748,0.009919499217153196,0.0027629265347556913,inf,12.248333159070906,0.007239625441970748,0.005060327094997053,376.2812037486583
7Networks_RH_SomMot_17-rh,59.447979105521405,0.002203155920109332,129.06472846269975,0.007748050237358259,0.00979306450758308,0.009917977994708775,7.751885159778867,7.751885159778867,0.007748050237358259,0.0038557020855519318,358.85662388801575
7Networks_RH_SomMot_18-rh,54.38817494382428,0.002933135498804757,126.90320896672273,0.007880021381194747,0.011858602690664246,0.010878977673583387,7.339013040553639,7.339013040553639,0.007880021381194747,0.0057391915082649755,
7Networks_RH_SomMot_19-rh,66.41475334352893,0.0027041392903783554,121.1401874113011,0.008254898901590361,0.010051451653136303,0.01091224635050267,7.456287292926423,7.456287292926423,0.008254898901590361,0.0037046254361041463,610.8496513366699
7Networks_RH_SomMot_2-rh,122.1390933465329,0.0,inf,0.0060882197257204574,0.0046000658911498835,0.0002944424811816814,inf,16.17954754605438,0.00603535115170447,0.003976969953624308,
7Networks_RH_SomMot_3-rh,89.78347844131146,0.0,inf,0.006344125176453541,0.005598133553874464,0.00033957221795496815,inf,15.773889052752052,0.005941446658665607,0.0034387200225477325,
