label,ED,SC_W,SPE_W,COM,SI,NAV,DIF,response
7Networks_RH_DorsAttn_FEF_2-rh,77.234588579463,1.0,1779.9584330179987,0.00037821608187225183,16.001269879086042,0.01294756686599227,0.0036507950112613743,0
7Networks_RH_DorsAttn_Post_1-rh,115.43189114122895,1.0,1107.478046923494,4.004361327725599e-05,16.001269879086042,0.008663117186363317,0.003481550259524346,0
7Networks_RH_DorsAttn_Post_10-rh,68.5929157479819,1.0,1767.7949112896738,0.001794057218305723,16.001269879086042,0.014578765009408735,0.002583312505600577,1
7Networks_RH_DorsAttn_Post_2-rh,105.4510130055429,1.0,1049.2241274004691,4.3573803374658415e-05,16.001269879086042,0.009483076278721345,0.0030083107083379024,0
7Networks_RH_DorsAttn_Post_3-rh,102.44022282017474,1.0,1225.4892570613165,0.00016234609933331664,16.001269879086042,0.009761790559118721,0.001800062922977802,0
7Networks_RH_DorsAttn_Post_4-rh,91.16238788381966,1.0,1160.5050743222466,0.0001643168821048163,16.001269879086042,0.010969436224887316,0.002307802043673637,1
7Networks_RH_DorsAttn_Post_5-rh,82.2242943872314,1.0,1353.9724064980737,0.0003434812645516054,16.001269879086042,0.012161855658992313,0.002090886482242107,0
7Networks_RH_DorsAttn_Post_6-rh,74.05175174955373,1.0,1182.0282289533059,8.197616212885422e-05,16.001269879086042,0.013504069469984233,0.002272079354777481,0
7Networks_RH_DorsAttn_Post_7-rh,79.30640097209246,1.0,1182.1688473186389,0.00012862703585734365,16.001269879086042,0.012609322674368935,0.0021391078173293152,1
7Networks_RH_DorsAttn_Post_8-rh,74.33028759198119,1.0,1388.5734275942718,0.00024298834521216487,16.001269879086042,0.01345346604185453,0.0035502207043147595,0
7Networks_RH_DorsAttn_Post_9-rh,62.367028114269765,1.0,1452.8532569377985,0.0003395766599219586,16.001269879086042,0.016034113380675855,0.002554149174461344,0
7Networks_RH_DorsAttn_PrCv_1-rh,103.46990876443488,1.0,1489.5533273078797,0.00013147473636042733,16.001269879086042,0.009664645614761809,0.003982204025112724,0
7Networks_RH_Limbic_OFC_1-rh,114.1716715716037,1.0,1491.65804162637,3.578274434482447e-05,16.001269879086042,0.008758740116832238,0.004122056709344843,0
7Networks_RH_Limbic_OFC_2-rh,117.2749188637538,1.0,1422.538216714164,4.1346766552905014e-05,16.001269879086042,0.008526972431008608,0.0036048283874392634,0
7Networks_RH_Limbic_OFC_3-rh,124.17079836761793,1.0,1592.3431243415616,4.136208745162615e-05,16.001269879086042,0.008053423293932742,0.0035765983635961222,0
7Networks_RH_Limbic_TempPole_1-rh,125.53102979590126,1.0,1022.8381533309349,4.4457809244963674e-05,16.001269879086042,0.007966157862529152,0.002797305329972062,0
7Networks_RH_Limbic_TempPole_2-rh,127.37822555363354,1.0,994.2132232529137,4.1958071454622696e-05,16.001269879086042,0.00785063534723949,0.003191102268061556,0
7Networks_RH_Limbic_TempPole_3-rh,109.85215633305657,1.0,988.639162414426,4.6525500186883224e-05,16.001269879086042,0.009103144019932919,0.0021133710773670027,0
7Networks_RH_SalVentAttn_FrOper_1-rh,114.85541019606349,1.0,1131.2353335179002,5.733720151237207e-05,16.001269879086042,0.008706599003851484,0.002641972183211523,1
7Networks_RH_SalVentAttn_FrOper_2-rh,109.37841874586246,1.0,1197.7344085686962,0.0003160194241630693,16.001269879086042,0.009142571372543522,0.004950845099368405,0
7Networks_RH_SalVentAttn_FrOper_3-rh,104.6675465040923,1.0,1249.1245665010845,4.955176905962055e-05,16.001269879086042,0.00955405981510135,0.0022109544025890548,0
7Networks_RH_SalVentAttn_FrOper_4-rh,98.79033624521276,1.0,1343.6473943033222,7.888457594794424e-05,16.001269879086042,0.01012244757946614,0.003923407343468611,0
7Networks_RH_SalVentAttn_Med_1-rh,70.52080626125749,1.0,2219.415862446341,0.00012989667074960454,16.001269879086042,0.014180212238290546,0.0033865665167216222,1
7Networks_RH_SalVentAttn_Med_2-rh,66.57412417888338,1.0,1911.106725582197,0.00038638050945064006,16.001269879086042,0.015020851003807716,0.0032184169410364475,0
7Networks_RH_SalVentAttn_Med_3-rh,63.997564673142065,1.0,2801.790002658967,0.0010179568313190609,16.001269879086042,0.015625594584846306,0.006855921826494951,1
7Networks_RH_SalVentAttn_PrC_1-rh,99.07261756335373,1.0,1485.6324619752047,0.0006129052367937282,16.001269879086042,0.010093606332350433,0.002509193064372999,1
7Networks_RH_SalVentAttn_TempOccPar_1-rh,110.36621964343826,1.0,983.3165477740057,4.96189810298377e-05,16.001269879086042,0.009060743434274677,0.0021969111697836864,0
7Networks_RH_SalVentAttn_TempOccPar_2-rh,110.05032083273872,1.0,922.9346405676844,5.1311264095311264e-05,16.001269879086042,0.009086752246000826,0.0019347307640484206,1
7Networks_RH_SalVentAttn_TempOccPar_3-rh,99.45270342763209,1.0,1038.8361715130568,6.709395614068472e-05,16.001269879086042,0.010055030839133111,0.003118755046967616,0
7Networks_RH_SomMot_1-rh,108.6054595885382,1.0,1095.9865988003344,6.783239038348075e-05,16.001269879086042,0.00920764024008178,0.00226289005277297,1
