 0.00000000  -0.01946652   0.40455817   0.20174080   0.13745529   0.15765910   0.17523273   0.51144977   0.44523412   0.37928380   0.14816843   0.22582309   0.09199902   0.06736325   0.68631000   0.18313399   0.18483906   0.26904341   0.29877475   0.31952105   0.08513357   0.15476793   0.18148496   0.14184189   0.48038294   0.07585700   0.42670921   0.44008394   0.12773656   0.53115527   0.42914856  -0.11655183   0.22383499   0.20949160   0.14723227   0.46693767   0.09022423   0.25184107   0.25134414   0.18060569   0.07965562   0.13344813   0.39973408   0.36489700   0.34891577   0.11492031   0.20029209   0.23632826   0.01233444   0.49244091   0.05613829   0.21884073   0.29750428   0.30576255   0.20393189   0.16920184   0.10508825   0.29265227   0.10806930   0.40991016   0.09553785   0.37362982   0.35225118   0.10401589   0.30653345   0.12440907   0.02142217   0.08852981   0.19785583   0.04489476
-0.01946652   0.00000000  -0.11024697   0.07278324   0.14436394  -0.04343161   0.08712832  -0.21845763   0.01115139  -0.06261695   0.14688791   0.07507315   0.12177669   0.00609091  -0.15085242  -0.01625300   0.04823118   0.15110577  -0.08697053  -0.10644216   0.12409358   0.21165139   0.14906140   0.29201562  -0.04913879   0.07054626   0.18208495   0.03588918   0.19281350   0.08312943   0.12687789  -0.02312410  -0.03794875   0.12376696   0.30643930  -0.03273449   0.24987100  -0.12502503   0.08339330   0.12296995   0.01167249   0.09789379  -0.16747766  -0.01856857  -0.06535596   0.17765073   0.07868323   0.11570875  -0.03264367  -0.15587627  -0.01069770   0.16171907   0.03964076  -0.13658986   0.10708075   0.11651786   0.18173430   0.03714132   0.28384661  -0.05608185   0.04732633  -0.02744298  -0.07133037   0.19266532   0.15683431   0.23793778  -0.03023122  -0.00354846   0.14058639   0.29715530
 0.40455817  -0.11024697   0.00000000   0.27527364   0.17411792   0.15662133   0.20620575   0.83828511   0.56891162   0.60420752   0.03671504   0.24188631   0.10405080   0.01346504   0.55727074   0.37022280   0.12527257   0.30475274   0.13871114   0.29450860   0.14887289  -0.05272396   0.26811098   0.02741334   0.73041064   0.14004468   0.55603891   0.47753921   0.25077798   0.13772501   0.36512373   0.00356440   0.17150481  -0.01258533  -0.00033842   0.26849646  -0.02939381   0.64914761   0.33848337   0.30749689   0.11018412   0.15041922   0.65676446   0.34492015   0.53978103  -0.07757211   0.16913381   0.26103937   0.06567791   0.46233556   0.24542359   0.06148492   0.34007875   0.19997922   0.20282989   0.24667820  -0.08756314   0.25591510  -0.08482914   0.67861753   0.09947039   0.58909451   0.50966753   0.17354037   0.04479368   0.04178921   0.13232026   0.00943668  -0.06056655  -0.02538297
 0.20174080   0.07278324   0.27527364   0.00000000   0.22104304   0.00979164   0.17448484   0.26376225   0.20119533   0.36293775   0.11520892   0.07199639   0.17992463   0.06620707   0.22016152   0.17539638   0.12429418   0.02707642  -0.01168420  -0.02310049   0.21726589   0.12929589   0.23959632   0.15815342   0.38269906   0.09207663   0.26195956   0.19821681   0.15456899   0.21155363   0.12434869   0.01160233   0.10113322   0.11889085   0.11988503   0.17340620   0.07655084   0.21078520   0.27241791   0.26271512   0.06263243   0.12551877   0.25810506   0.20708659   0.36497788   0.10623658   0.09863406   0.26144031   0.04784519   0.25454806   0.07546267   0.16805217   0.11706874   0.03002445   0.08678204   0.25777177   0.10754726   0.24913540   0.08920346   0.36240167   0.14558948   0.25588971   0.24180336   0.18221963   0.18384763   0.08895142   0.04528112   0.08733439   0.14241941   0.12534583
 0.13745529   0.14436394   0.17411792   0.22104304   0.00000000   0.01258705   0.57654927   0.07202036   0.22714764   0.23228896   0.61250659   0.00046473   0.84901584  -0.08224544   0.01097825   0.13796104   0.25444127   0.19995814  -0.14018757  -0.01290487   0.81074877   0.27511171   0.28411459   0.39016594   0.34863206  -0.02530564   0.40340020   0.11258097   0.65179668   0.24821804   0.18652473   0.01757583   0.05757218   0.18307346   0.21696306   0.18887229   0.22063501   0.16066964   0.19966221   0.88284277   0.11467684   0.44280476   0.13122006   0.18198530   0.28862761   0.48756537   0.03682748   0.85341840   0.02596897   0.04719877   0.17549689   0.29304773   0.16301149  -0.06033083   0.21818221   0.83660987   0.31150586   0.20083859   0.41237648   0.38325732  -0.01716719   0.25115442   0.10381615   0.66887742   0.38079088   0.28595026   0.04769081   0.05618818   0.26760082   0.33767998
 0.15765910  -0.04343161   0.15662133   0.00979164   0.01258705   0.00000000   0.09501630   0.16203566   0.18322160   0.09449533   0.07458234   0.11865434  -0.00441338   0.00613350   0.16187957   0.12002996   0.07378749   0.13530748   0.07077507   0.13080016   0.02191784   0.05376908   0.04920610   0.04720532   0.13364642   0.04267295   0.13559359   0.10142291   0.04537734   0.12052500   0.14079413  -0.03078556   0.12167465   0.02898776   0.10483544   0.09849004   0.01854078   0.13252830   0.07131709   0.02947058   0.06931884   0.07347104   0.14327577   0.13318799   0.09111927   0.05346542   0.14514462   0.04385144   0.02927324   0.14937980   0.08460020   0.04200759   0.12780229   0.10169461   0.13324928   0.03417318   0.04023207   0.05586432   0.03535691   0.10589533   0.07062441   0.12349040   0.12237565   0.03583248   0.07568086   0.07250595   0.01776603  -0.00156159   0.06951526   0.07021809
 0.17523273   0.08712832   0.20620575   0.17448484   0.57654927   0.09501630   0.00000000   0.15926097   0.42792750   0.21312966   0.65670114   0.13277795   0.60678208  -0.05459439   0.08894915   0.18388763   0.24235755   0.27018901   0.00825898   0.11996207   0.48255687   0.21394889   0.24339171   0.30910330   0.27496400  -0.07109337   0.30127770   0.09003447   0.60759478   0.24275630   0.27496194  -0.02018254   0.13505243   0.14861572   0.20683252   0.12297850   0.09362919   0.12596043   0.16454227   0.55667733   0.23327090   0.66673922   0.15261579   0.25761339   0.18473269   0.61610212   0.11059100   0.62602296   0.06085028   0.05783076   0.17354134   0.25117937   0.13132388   0.06161933   0.25284667   0.53554440   0.23990043   0.14082095   0.30549509   0.26211822  -0.03958129   0.16975844   0.05277138   0.59858206   0.35026334   0.25692676   0.01883547   0.11973387   0.20748607   0.28015326
 0.51144977  -0.21845763   0.83828511   0.26376225   0.07202036   0.16203566   0.15926097   0.00000000   0.56677959   0.70262858  -0.10030569   0.17626151   0.01276890   0.13315895   0.74516852   0.36288517   0.11828572   0.12943930   0.26034037   0.34083442   0.03576701  -0.04067306   0.19883548  -0.05149335   0.78764498   0.10426294   0.35077864   0.50626555   0.05302972   0.16929034   0.30594675   0.09492594   0.24482489  -0.02162439  -0.13879865   0.27802656  -0.09850502   0.57159149   0.27551633   0.20238121   0.06633001   0.09297296   0.70483908   0.38459621   0.62997074  -0.15552793   0.14086148   0.18247370   0.08655264   0.64661313   0.19855402   0.03413355   0.25144486   0.30470501   0.07934770   0.14148811  -0.06417962   0.25259302  -0.14558507   0.71012882   0.07295700   0.49404727   0.50503361   0.02888851   0.01114126  -0.11096207   0.20228210   0.05523278  -0.05861761  -0.15859638
 0.44523412   0.01115139   0.56891162   0.20119533   0.22714764   0.18322160   0.42792750   0.56677959   0.00000000   0.35802130   0.32350509   0.38345797   0.17315550   0.04825832   0.52783175   0.25113652   0.25864519   0.48880472   0.28751598   0.42467078   0.15380011   0.18839691   0.32805715   0.26593412   0.44494002   0.00972231   0.43333204   0.32433057   0.44646341   0.32633430   0.63002623  -0.06334264   0.26570548   0.15293256   0.19674910   0.15620510   0.04666427   0.30665172   0.28322896   0.25794630   0.20535499   0.43850526   0.38348381   0.43875755   0.26238617   0.26797829   0.25172936   0.30859990   0.05097269   0.30568797   0.13248702   0.27846206   0.28543432   0.27807793   0.34171964   0.21043468   0.17382036   0.27246620   0.16628398   0.35589061  -0.04442261   0.31288221   0.23688823   0.32848440   0.23251121   0.25472621   0.05438218   0.05276109   0.14561694   0.16265191
 0.37928380  -0.06261695   0.60420752   0.36293775   0.23228896   0.09449533   0.21312966   0.70262858   0.35802130   0.00000000   0.00522791   0.06508202   0.20117436   0.12893694   0.47785871   0.38986113   0.18143851  -0.09056227  -0.03541112  -0.02143770   0.18454700   0.08892502   0.29567494   0.05623851   0.81092797   0.15408749   0.33767457   0.36602375   0.10812384   0.20838045   0.09957043   0.19287597   0.14575582   0.11101909  -0.04798323   0.24645349  -0.00599593   0.34071681   0.29908832   0.32967749   0.03569734   0.10997520   0.43418320   0.21987794   0.72609325  -0.03028307   0.02679998   0.31623428   0.12986184   0.44532901   0.27578053   0.10822897   0.00792972   0.00427729  -0.09871554   0.28487520   0.04907297   0.26921934  -0.03429330   0.72295760   0.19304634   0.31357931   0.33950386   0.10220661   0.14261289  -0.13713358   0.15393102   0.06022820   0.11061727  -0.05208364
