label,response,ED,SC_W,SC_L,SPE,SPE_W,COM,SI,SI_L,NAV,DIF
L_VMV3,,77.45367710399712,0.0,inf,0.009014086132116936,0.004692926351810969,8.792159246127012e-05,inf,22.93283823434826,0.008706222717962838,0.0011802414407568699
L_PHA2,,71.88837236760354,0.0,inf,0.010027759662891442,0.005330150857488012,0.0001867210135193194,inf,17.114718807331897,0.009196951403745636,0.0013619494299770198
L_V4t,,73.82087798435289,0.0,inf,0.00973048927680223,0.005042542583810231,0.0004273117887929342,inf,13.801551398661319,0.00973048927680223,0.0021295404710205954
L_FST,,66.03107253094635,0.0006202852407995996,84.71259183673475,0.011804620521200489,0.006235541090814872,0.0026096187531920246,10.029021788224808,10.029021788224808,0.011804620521200489,0.002132115837952791
L_V3CD,,79.64246080536206,0.0,inf,0.009731062622307293,0.0054578504469406245,0.0003627613719796689,inf,13.719191463613615,0.00972545014543716,0.001990079460911092
L_LO3,,65.74757030375147,0.0,inf,0.010181653249726414,0.005250390278201088,0.0005765170455898798,inf,14.749535792874006,0.010181653249726414,0.0025039536112101846
L_VMV2,,68.73672096703272,0.0,inf,0.009912646281426922,0.0041473966224396955,8.053855995976492e-05,inf,21.52484481611041,0.008549311563480357,0.0010165150592023014
L_VVC,,79.35069782430185,0.0,inf,0.0087754661834778,0.005933715580781249,0.00024321853751956595,inf,13.697681294058738,0.008086762365104425,0.0022603204891756376
L_TGv,,104.77331386677965,0.0,inf,0.008802293102980845,0.007076868089294236,0.00037957296797039617,inf,19.420502657074742,0.0071496298851097375,0.0019803224798527544
L_MBelt,,54.47877349392203,0.0,inf,0.014429789550177284,0.006434001108479149,0.001588800356149697,inf,13.180084260899907,0.011623271183702313,0.0016045966739657324
L_LBelt,,47.74542044593582,0.0,inf,0.015729438556566052,0.005462396634195928,0.0021162903654080717,inf,12.101647381708755,0.014880283653919125,0.0010477915338333462
L_A4,,52.194283221823184,0.0004756905907610781,89.10016,0.011833650120147048,0.007828313619764904,0.0034285458440393344,10.411930096911862,13.757823812262165,0.011223324402559996,0.0036919444106622745
