regionName,1_Visual_A,2_Visual_B,3_Somatomotor_A,4_Somatomotor_B,5_Temporal_Parietal,6_Frontoparietal_Area,7_Dorsal_Attention_B,8_Salience+Ventral_Attention_A,9_Salience+Ventral_Attention_B,10_Control_A,11_Control_B,12_Control_C,13_Default_A,14_Default_B,15_Default_C,16_Limbic_A,17_Limbic_B
45_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0228846732911773,0.0,0.0,0.0,9.648086060927664e-05,0.0009528149467666,0.0067487767842078,0.0,0.0,0.0380012063875043
47l_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050271878526726,0.0,0.0,0.0,0.0,0.0,0.0003502013657853,0.0,0.0009702397611717,0.045739852576689
a47r_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005496015388843,0.0,0.0,0.0,0.0039757040309221,0.1010097132107344,0.0,0.0,0.0002059202059202,0.0343041877450833
6r_L,0.0,0.0,0.0,0.004388664400974,0.0007987645774535,0.012314635718891,0.051991913426091,0.0111674631815078,0.0,0.0,0.0,0.0569229686290152,0.0,0.0010455203474344,0.0,0.0,0.0
IFJa_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0002114779666393,0.0,0.0,0.0,0.0,0.0364034059839075,0.0,0.0,0.0,0.0,0.0030696339795135
IFJp_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0303294496842883,0.0,0.0,0.0,0.0,0.0
IFSp_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.275931201857128e-05,0.0,0.0,0.0,0.0415538403138048,0.0,0.0,0.0,0.0,0.0172634061650342
IFSa_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048543689320388,0.0,0.0,0.0,0.0349172156401072,0.0,0.0058632509471405,0.0,0.0,0.0112264488627119
p9-46v_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128243364151506,0.0,0.0,0.0003703932341502,0.0557799392968955,0.0113024536599399,0.0,0.0,7.293547034261436e-05,0.0050803067116847
46_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0577095584570916,0.0,0.0,0.0016154085119602,0.0215146505666163,0.0041599736397709,0.0,0.0,0.0087688850728,0.0
a9-46v_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312342060042454,0.0,0.0,0.0,0.028849656378251,0.0294178924121838,0.0,0.0,0.0,0.0
9-46d_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0798402209290857,0.0,0.0,0.0008475089291119,0.0,0.0015107590543464,0.0,0.0,0.0026829577796711,0.0
9a_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039814007555943,0.0,0.0,0.0,0.0,0.0107003499738525,0.0,0.0,0.0088731462101289,0.0425835687016977
6a_L,0.0,0.0,0.0009893643334157,0.0,0.0019604639764744,0.094143368225785,0.0,0.0,0.0,0.0,0.0,0.0229257903175628,0.0017281817059622,0.0,0.0,0.0002555350721886,0.0
i6-8_L,0.0,0.0,0.0,0.0,5.7185337679419e-05,0.005275003516669,0.0001013659055776,0.0,0.0,0.0,0.0,0.0171849631572374,0.0206172365219618,0.0001795009872554,0.0,0.0004902422928254,0.0019488745249618
s6-8_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020905194940942,0.0,0.0,0.0,0.0063699059561128,0.0201738981453719,0.0,0.0,0.0130874704491725,0.0089230468622789
p47r_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0144336366488861,0.0,0.0,0.0,0.0179167398559634,0.0135418898650096,0.0,0.0,0.0,0.0118911874898191
47m_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5697894619583375e-05,0.0258389664413423,0.0,0.0008258703899656,0.0,0.0,0.0,0.0026668212650008,0.0182131838237733
10d_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0278731704064281,0.0,0.0,0.0013449899125756,0.0,0.0,0.0955956220589012,0.0047182818101044
a10p_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04452931067405,0.0,0.0,0.0532192513368983,0.0,0.0,0.0,0.0
10pp_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2077948509209321,0.0,0.0,3.996323382488111e-05,0.0,0.0,0.0008181122948049,0.0
11l_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168707220669044,0.0,0.0954587265356181,0.0,0.0129933409127822,0.0490804920068912,0.0,0.0,0.0010338865220413,0.0017327268789257
13l_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014266788953429,0.0001052077853761,0.1321137461734223,0.0,0.0004405394160405,0.0,0.0,0.0,0.0,0.0039744863617423
OFC_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1704669196502227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47s_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036280020439448,0.0116598079561042,0.030887744898337,0.0,0.0,0.0,0.0008697164724299,0.0,0.0,0.0378576245063096
p10p_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020310754544531,0.0,0.0071929245109912,0.0,0.0,0.0570125904546785,0.0,0.0,0.012704880081489,0.0
PoI2_L,0.0,0.0,0.0,0.0411610950612188,0.0,0.0,0.0693303429950513,0.0,0.0003096294767261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOP4_L,0.0,0.0,0.0,0.0020329220430866,0.0,0.0,0.060609083879979,0.0257552483358934,0.0,0.0,0.0,0.0,0.0,0.0008727526618956,0.0,0.0,0.0013503520560717
MI_L,0.0,0.0,0.0,0.0009479994423532,0.0,0.0,0.0522927406822722,0.0308291991495393,0.0,0.0,0.0,0.0,0.0,0.0004280089025851,0.0,0.0,0.0012768538321575
Pir_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0155558398362543,0.0,0.0137425312330255,0.0019295334388144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVI_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0009631713684637,0.0678813118167621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048078484878017
AAIC_L,0.0,0.0,0.0,0.0008005260599822,0.0,0.0,0.0143242629813633,0.0453133091662351,0.0011233550871937,0.0148030663494581,0.0,0.0,0.0,0.0022245951236874,0.0,0.0,0.0059255901304925
FOP3_L,0.0,0.0,0.0,0.0007302601551802,0.0,0.0,0.0220026104792094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOP2_L,0.0,0.0,0.0,0.029818378964489,0.0,0.0,0.0091348311640309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PoI1_L,0.0,0.0,0.0,0.0250512280296689,0.0,0.0,0.0387031150667514,0.0,0.0001079330814894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ig_L,0.0,0.0,0.0,0.0435602094240837,0.0,0.0,0.0008398729692134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOP5_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0055731867791624,0.0559855794719541,0.0,0.0,0.0,0.0,0.0,0.0013901760889712,0.0,0.0,0.0046985378675866
PI_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0136489882290702,0.0,0.0010129431626336,0.0,0.0,0.0,0.0,0.001842156292418,0.0,0.0,0.0102139590774057
V1_R,,,,,,,,,,,,,,,,,
V6_R,,,,,,,,,,,,,,,,,
V2_R,,,,,,,,,,,,,,,,,
V3_R,,,,,,,,,,,,,,,,,
V4_R,,,,,,,,,,,,,,,,,
V3A_R,,,,,,,,,,,,,,,,,
V7_R,,,,,,,,,,,,,,,,,
IPS1_R,,,,,,,,,,,,,,,,,
V3B_R,,,,,,,,,,,,,,,,,
V6A_R,,,,,,,,,,,,,,,,,
MST_R,,,,,,,,,,,,,,,,,
V8_R,,,,,,,,,,,,,,,,,
FFC_R,,,,,,,,,,,,,,,,,
LO1_R,,,,,,,,,,,,,,,,,
LO2_R,,,,,,,,,,,,,,,,,
PIT_R,,,,,,,,,,,,,,,,,
MT_R,,,,,,,,,,,,,,,,,
A1_R,,,,,,,,,,,,,,,,,
52_R,,,,,,,,,,,,,,,,,
RI_R,,,,,,,,,,,,,,,,,
PFcm_R,,,,,,,,,,,,,,,,,
TA2_R,,,,,,,,,,,,,,,,,
EC_R,,,,,,,,,,,,,,,,,
PreS_R,,,,,,,,,,,,,,,,,
H_R,,,,,,,,,,,,,,,,,
PeEc_R,,,,,,,,,,,,,,,,,
STGa_R,,,,,,,,,,,,,,,,,
PBelt_R,,,,,,,,,,,,,,,,,
A5_R,,,,,,,,,,,,,,,,,
PHA1_R,,,,,,,,,,,,,,,,,
PHA3_R,,,,,,,,,,,,,,,,,
STSda_R,,,,,,,,,,,,,,,,,
STSdp_R,,,,,,,,,,,,,,,,,
STSvp_R,,,,,,,,,,,,,,,,,
TGd_R,,,,,,,,,,,,,,,,,
TE1a_R,,,,,,,,,,,,,,,,,
TE1p_R,,,,,,,,,,,,,,,,,
TE2a_R,,,,,,,,,,,,,,,,,
TF_R,,,,,,,,,,,,,,,,,
TE2p_R,,,,,,,,,,,,,,,,,
PHT_R,,,,,,,,,,,,,,,,,
PH_R,,,,,,,,,,,,,,,,,
VMV1_R,,,,,,,,,,,,,,,,,
VMV3_R,,,,,,,,,,,,,,,,,
PHA2_R,,,,,,,,,,,,,,,,,
V4t_R,,,,,,,,,,,,,,,,,
FST_R,,,,,,,,,,,,,,,,,
V3CD_R,,,,,,,,,,,,,,,,,
LO3_R,,,,,,,,,,,,,,,,,
VMV2_R,,,,,,,,,,,,,,,,,
VVC_R,,,,,,,,,,,,,,,,,
TGv_R,,,,,,,,,,,,,,,,,
MBelt_R,,,,,,,,,,,,,,,,,
LBelt_R,,,,,,,,,,,,,,,,,
A4_R,,,,,,,,,,,,,,,,,
STSva_R,,,,,,,,,,,,,,,,,
TE1m_R,,,,,,,,,,,,,,,,,
PSL_R,,,,,,,,,,,,,,,,,
STV_R,,,,,,,,,,,,,,,,,
TPOJ1_R,,,,,,,,,,,,,,,,,
TPOJ2_R,,,,,,,,,,,,,,,,,
TPOJ3_R,,,,,,,,,,,,,,,,,
7Pm_R,,,,,,,,,,,,,,,,,
7AL_R,,,,,,,,,,,,,,,,,
7Am_R,,,,,,,,,,,,,,,,,
7PL_R,,,,,,,,,,,,,,,,,
7PC_R,,,,,,,,,,,,,,,,,
LIPv_R,,,,,,,,,,,,,,,,,
VIP_R,,,,,,,,,,,,,,,,,
MIP_R,,,,,,,,,,,,,,,,,
LIPd_R,,,,,,,,,,,,,,,,,
PFt_R,,,,,,,,,,,,,,,,,
AIP_R,,,,,,,,,,,,,,,,,
PGp_R,,,,,,,,,,,,,,,,,
IP2_R,,,,,,,,,,,,,,,,,
IP1_R,,,,,,,,,,,,,,,,,
IP0_R,,,,,,,,,,,,,,,,,
PFop_R,,,,,,,,,,,,,,,,,
PF_R,,,,,,,,,,,,,,,,,
PFm_R,,,,,,,,,,,,,,,,,
PGi_R,,,,,,,,,,,,,,,,,
PGs_R,,,,,,,,,,,,,,,,,
RSC_R,,,,,,,,,,,,,,,,,
POS2_R,,,,,,,,,,,,,,,,,
PCV_R,,,,,,,,,,,,,,,,,
7m_R,,,,,,,,,,,,,,,,,
POS1_R,,,,,,,,,,,,,,,,,
23d_R,,,,,,,,,,,,,,,,,
v23ab_R,,,,,,,,,,,,,,,,,
d23ab_R,,,,,,,,,,,,,,,,,
31pv_R,,,,,,,,,,,,,,,,,
p24pr_R,,,,,,,,,,,,,,,,,
33pr_R,,,,,,,,,,,,,,,,,
a24pr_R,,,,,,,,,,,,,,,,,
p32pr_R,,,,,,,,,,,,,,,,,
a24_R,,,,,,,,,,,,,,,,,
d32_R,,,,,,,,,,,,,,,,,
8BM_R,,,,,,,,,,,,,,,,,
p32_R,,,,,,,,,,,,,,,,,
10r_R,,,,,,,,,,,,,,,,,
9m_R,,,,,,,,,,,,,,,,,
10v_R,,,,,,,,,,,,,,,,,
ProS_R,,,,,,,,,,,,,,,,,
DVT_R,,,,,,,,,,,,,,,,,
31pd_R,,,,,,,,,,,,,,,,,
31a_R,,,,,,,,,,,,,,,,,
25_R,,,,,,,,,,,,,,,,,
s32_R,,,,,,,,,,,,,,,,,
pOFC_R,,,,,,,,,,,,,,,,,
a32pr_R,,,,,,,,,,,,,,,,,
p24_R,,,,,,,,,,,,,,,,,
4_R,,,,,,,,,,,,,,,,,
3b_R,,,,,,,,,,,,,,,,,
5m_R,,,,,,,,,,,,,,,,,
5mv_R,,,,,,,,,,,,,,,,,
23c_R,,,,,,,,,,,,,,,,,
5L_R,,,,,,,,,,,,,,,,,
24dd_R,,,,,,,,,,,,,,,,,
24dv_R,,,,,,,,,,,,,,,,,
SCEF_R,,,,,,,,,,,,,,,,,
6ma_R,,,,,,,,,,,,,,,,,
1_R,,,,,,,,,,,,,,,,,
2_R,,,,,,,,,,,,,,,,,
3a_R,,,,,,,,,,,,,,,,,
6mp_R,,,,,,,,,,,,,,,,,
43_R,,,,,,,,,,,,,,,,,
OP4_R,,,,,,,,,,,,,,,,,
OP1_R,,,,,,,,,,,,,,,,,
OP2-3_R,,,,,,,,,,,,,,,,,
FOP1_R,,,,,,,,,,,,,,,,,
FEF_R,,,,,,,,,,,,,,,,,
PEF_R,,,,,,,,,,,,,,,,,
55b_R,,,,,,,,,,,,,,,,,
SFL_R,,,,,,,,,,,,,,,,,
6d_R,,,,,,,,,,,,,,,,,
6v_R,,,,,,,,,,,,,,,,,
8Av_R,,,,,,,,,,,,,,,,,
8Ad_R,,,,,,,,,,,,,,,,,
8BL_R,,,,,,,,,,,,,,,,,
9p_R,,,,,,,,,,,,,,,,,
8C_R,,,,,,,,,,,,,,,,,
44_R,,,,,,,,,,,,,,,,,
45_R,,,,,,,,,,,,,,,,,
47l_R,,,,,,,,,,,,,,,,,
a47r_R,,,,,,,,,,,,,,,,,
6r_R,,,,,,,,,,,,,,,,,
IFJa_R,,,,,,,,,,,,,,,,,
IFJp_R,,,,,,,,,,,,,,,,,
IFSp_R,,,,,,,,,,,,,,,,,
IFSa_R,,,,,,,,,,,,,,,,,
p9-46v_R,,,,,,,,,,,,,,,,,
46_R,,,,,,,,,,,,,,,,,
a9-46v_R,,,,,,,,,,,,,,,,,
9-46d_R,,,,,,,,,,,,,,,,,
9a_R,,,,,,,,,,,,,,,,,
6a_R,,,,,,,,,,,,,,,,,
i6-8_R,,,,,,,,,,,,,,,,,
s6-8_R,,,,,,,,,,,,,,,,,
p47r_R,,,,,,,,,,,,,,,,,
47m_R,,,,,,,,,,,,,,,,,
10d_R,,,,,,,,,,,,,,,,,
a10p_R,,,,,,,,,,,,,,,,,
10pp_R,,,,,,,,,,,,,,,,,
11l_R,,,,,,,,,,,,,,,,,
13l_R,,,,,,,,,,,,,,,,,
OFC_R,,,,,,,,,,,,,,,,,
47s_R,,,,,,,,,,,,,,,,,
p10p_R,,,,,,,,,,,,,,,,,
PoI2_R,,,,,,,,,,,,,,,,,
FOP4_R,,,,,,,,,,,,,,,,,
MI_R,,,,,,,,,,,,,,,,,
Pir_R,,,,,,,,,,,,,,,,,
AVI_R,,,,,,,,,,,,,,,,,
AAIC_R,,,,,,,,,,,,,,,,,
FOP3_R,,,,,,,,,,,,,,,,,
FOP2_R,,,,,,,,,,,,,,,,,
PoI1_R,,,,,,,,,,,,,,,,,
Ig_R,,,,,,,,,,,,,,,,,
FOP5_R,,,,,,,,,,,,,,,,,
PI_R,,,,,,,,,,,,,,,,,
