3830 55 1 8 5176 247 14 1 7 3 42 87 370 367 2805 1851 153 203 90 19 50 200 6 3364 33 27 17 2 21 48 30 26 3 45 23 6 75 180 22 32 19 203 83 166 25 8 2 212 288 69 2 1 33 3085 25 10 13 20 9 20 11 72 20 178 2300 11 121 0 10 5 18 6 24 64 0 330 0 3 2 268 1020 16 8 6 1 1 10 14 64 174 597 0 17 1 0 0 0 0 216 2 2 2 0 1 7 129 22 0 0 0 1 1 6 5 5 1 123 0 4 1 1 4 10 2 9 0 0 21 19 6 0 7 0 0 1 0 0 35 237 170 0 133 0 0 2 436 3 1 1 0
55 34467 1 6 17 18 2 1 7 1 161 29 48 26 107 71 8 18 15103 239 13157 2599 206 141 103 49 54 33 33 90 8 6 24 292 19 25 3822 1867 0 0 29 165 13344 836 154 28 3 31 442 4 348 20 38 0 12 9 82 3531 352 4313 2255 2663 1 63 99 87 28 7 32 18 2 6 607 568 34 0 3 6 0 1 3 1 4 0 0 25 0 0 0 3 4 0 0 7 23 1 8 1 2 7 1 29 3 1 44 2 0 1 1 1 1 5 4 0 0 1 13 46 13 25 1 8 0 5 0 0 0 0 0 0 4 20 4 15 0 0 1 0 3 3 30 4 1 2 0 1 1 2 5 2
1 1 21330 159 1 24 134 2139 414 3 17 171 2 34 172 12104 63 23 54 7 0 0 0 12 93 703 885 2185 2963 991 0 2 20 32 1 27 17 33 1 1 129 35 3 13 2 10436 2993 6 54 58 0 0 61 5 135 6 101 9 9 3 0 3 0 1 4 10 2631 2564 87 107 3 21 3 27 30 1 5 2358 252 1 2 24 270 201 17 21 147 1 13 74 951 28 8 28 10 18 0 6 5 152 808 251 638 1539 329 1 0 31 76 2 59 76 70 0 1 142 11 5 5 6 1600 381 0 34 47 17 0 12 2 14 56 75 5 5 4 14 3 0 0 2 10 546 265 54 202 0 57 14 67 39
8 6 159 15492 20 2 5 21 8 3 8 4996 84 153 198 694 1250 977 63 5 6 8 2 94 348 10885 242 2603 4619 192 1 0 19 88 10 264 241 449 21 14 1412 63 13 44 4 3558 50 45 243 6971 4 0 87 7 45 133 79 11 10 38 11 1 9 2 15 6 144 1318 1960 485 0 18 66 399 36 1 2 183 17 0 5 9 28 10 0 3 6 0 2 28 166 0 2 7 2 5 0 0 0 19 91 42 60 170 38 0 0 2 5 0 8 5 10 0 0 12 3 1 2 2 178 22 0 3 0 1 0 3 3 4 5 16 3 0 0 1 0 0 0 2 2 46 46 16 56 0 4 2 8 5
5176 17 1 20 1364 418 63 9 40 15 18 81 79 97 2976 3153 92 178 36 4 10 77 2 499 13 14 9 2 14 41 17 1 0 13 3 6 13 53 5 8 19 75 32 27 11 11 2 35 114 41 0 0 123 2067 460 0 9 2 3 6 4 31 25 15 46 6 240 2 11 9 21 36 6 25 0 263 0 2 3 266 795 50 7 7 8 0 38 22 112 339 1116 3 24 2 0 1 0 1 182 5 4 0 1 3 5 43 12 0 1 0 0 0 2 3 9 1 106 1 4 0 3 3 9 1 8 0 0 31 56 56 2 1 1 0 0 0 0 46 112 112 0 128 0 3 2 228 5 0 0 0
247 18 24 2 418 28682 7633 435 1595 275 175 56 219 120 305 16195 41 54 26 5 14 89 62 1185 18 20 21 2 8 778 1679 2039 2 48 43 2 54 136 17 5 10 1477 21 314 83 13 177 36 94 19 2 0 78 23 73 4 7 5 0 7 8 34 17 3496 241 46 6890 0 10 5 5840 1231 14 47 6 673 0 6 6 765 1653 241 23 17 9 5 159 47 302 1176 4593 3 57 2 0 1 2 0 354 26 14 17 1 12 35 98 46 0 4 1 4 3 7 4 23 3 540 4 12 2 11 10 23 3 28 1 0 114 129 312 3 9 1 0 1 4 1 122 309 172 0 877 3 28 6 633 21 3 6 0
14 2 134 5 63 7633 17490 5736 2097 260 195 390 24 142 643 11186 12 62 16 2 0 26 42 55 17 34 84 10 52 1774 79 88 3 9 4 10 25 39 1 9 14 607 2 30 88 28 1165 2 29 30 1 0 225 30 177 1 12 1 2 2 1 12 8 173 4 61 5663 2 93 19 141 2822 6 18 4 36 1 24 72 85 149 429 233 13 10 13 339 6 110 1525 4810 5 22 18 7 2 1 0 27 54 25 32 10 209 42 4 2 0 3 0 5 5 9 5 7 10 43 3 1 2 39 41 8 0 13 0 1 127 43 413 9 48 8 2 1 7 2 20 15 13 6 1134 10 284 207 24 16 3 5 0
1 1 2139 21 9 435 5736 12869 2020 53 95 131 4 41 215 16632 7 26 5 3 0 11 7 9 12 27 181 6 227 2148 7 7 3 5 2 2 12 11 0 1 6 60 0 10 13 123 8320 3 9 24 0 0 42 8 62 3 4 3 2 5 0 1 1 11 1 22 2360 8 117 41 20 2484 3 13 2 2 1 522 78 8 23 63 780 21 5 5 97 0 12 456 3641 2 4 5 1 2 0 0 1 27 40 52 52 1714 63 2 1 3 2 0 1 1 2 1 1 14 9 1 1 2 297 66 1 4 7 0 0 16 7 97 1 25 2 2 3 5 1 0 1 1 2 597 25 204 915 7 5 1 5 5
7 7 414 8 40 1595 2097 2020 11867 1157 1075 63 2 20 89 1634 8 13 79 14 7 96 38 18 114 162 601 82 31 7982 29 14 28 62 4 39 86 115 1 2 54 137 12 70 210 206 1865 4 69 7 4 0 30 5 27 27 84 16 21 6 0 6 1 80 13 301 3424 42 15 7 64 11658 19 51 28 8 5 143 8 10 34 11 5 15 1 14 16 1 9 47 154 3 5 14 10 6 1 1 3 21 36 107 38 38 120 3 1 3 6 1 2 15 18 0 0 10 21 3 22 7 127 25 1 11 2 6 0 1 3 17 6 64 1 5 1 8 1 2 8 2 20 101 29 7 12 6 6 10 7 7
3 1 3 3 15 275 260 53 1157 683 965 14 2 4 13 433 3 9 34 37 1 128 101 11 23 8 35 2 8 2336 4 2 19 43 5 6 57 47 0 0 16 243 14 24 1358 2 13 2 39 2 0 1 8 1 5 2 38 11 19 2 2 19 0 11 6 804 1190 0 6 1 5 332 15 25 25 0 1 2 0 0 2 4 1 1 0 11 0 0 3 19 47 0 0 5 9 3 0 1 1 7 4 22 1 2 34 0 0 1 3 0 0 7 8 0 0 1 11 3 5 3 8 5 0 8 0 1 0 2 1 4 0 19 1 4 0 0 0 1 3 0 14 11 1 1 1 1 0 2 4 1
